Key	Korean	English
prologue_c_057	현재 목표는 폭주 중인 아레테를 정지시키기 위해, 각 부처에 봉인된 7개의 열쇠 조각을 되찾고, 그 열쇠를 이용해 엔젤스 셰어 중심부에 재진입한 뒤—	The current objective is to stop the rogue Arete, recover the seven key fragments sealed in each department, then use the key to re-enter the core of Angel's Share—
prologue_c_058	오케이. 7천사 엉덩이를 걷어차고, 깡통 하나 정지시키면 된다는 거네.	Okay. Kick the Seven Angels' asses, and shut down one tin can. That about right?
prologue_c_059	목표는 7명의 관리자입니다.	The targets are seven administrators.
prologue_c_060	이름은 별로 중요하지 않아.	Names aren't that important.
prologue_c_061	중요한 건 위스키고.	What's important is the whiskey.
prologue_c_062	도시의 구원도 포함해 주세요!	Please include saving the city as well!
prologue_c_063	생각해볼게.	I'll think about it.
prologue_c_064	그날 밤. 꼬마 안드로이드와 해결사의 계약이 성립됐다.	That night, a little android and a fixer made a contract.
prologue_c_065	보수는 도시의 운명.	The reward was the fate of the city.
prologue_c_066	그리고 단종된 위스키 한 병.	And one bottle of discontinued whiskey.
