Key	Korean	English
prologue_b_085	카린의 사명이...	Karin's mission...
prologue_b_086	사명은 종료되었습니다.	Your mission has ended.
prologue_b_087	카린.	Karin.
prologue_b_088	당신은 실패했습니다.	You have failed.
prologue_b_089	키가 없는 당신은,	Without the key,
prologue_b_090	결과를 바꿀 수 없습니다.	you cannot change the result.
prologue_b_091	아직입니다...	Not yet...
prologue_b_092	아직 끝나지 않았습니다!	It is not over yet!
prologue_b_093	카린은 보안 시스템을 해킹해 도주하기 시작했다.	Karin hacked the security system and began to flee.
prologue_b_094	아레테, 추적대를 보내겠습니다.	Arete, I will send a pursuit unit.
prologue_b_095	불필요합니다.	Unnecessary.
prologue_b_096	하지만 목표가 도주 중입니다.	But the target is escaping.
prologue_b_097	키가 없는 그녀는 더 이상 치명적 변수가 아닙니다.	Without the key, she is no longer a critical variable.
prologue_b_098	네, 순찰조에 연락만 해두겠습니다.	Yes. I will only notify the patrol unit.
prologue_b_099	이로써 인류는 구원에 가까워졌습니다.	With this, humanity has moved closer to salvation.
prologue_b_100	그날 밤.	That night.
prologue_b_101	안드로이드 소녀는 열쇠를 잃었다.	The android girl lost the key.
prologue_b_102	그러나 그녀의 의지는 아직 꺾이지 않았다.	But her will had not yet been broken.
